trial_id,trial_type,label,start_time,end_time,event_marker,duration,session_id,participant_id,block_number,trial_number,notes
trial_0001,motor_imagery_left,left,1770774910.455426,1770774914.950258,,4.4948320388793945,session_20260210_205443,,1,1,Left motor imagery - Round 1
trial_0002,motor_imagery_right,right,1770774928.4139478,1770774933.26815,,4.8542022705078125,session_20260210_205443,,1,2,Right motor imagery - Round 1
trial_0003,motor_imagery_left,left,1770774946.657758,1770774950.459073,,3.8013150691986084,session_20260210_205443,,1,3,Left motor imagery - Round 2
trial_0004,motor_imagery_right,right,1770774963.916589,1770774967.781121,,3.864531993865967,session_20260210_205443,,1,4,Right motor imagery - Round 2
trial_0005,motor_imagery_left,left,1770774981.161831,1770774986.6285288,,5.466697931289673,session_20260210_205443,,1,5,Left motor imagery - Round 3
trial_0006,motor_imagery_right,right,1770775000.0949361,1770775004.7574332,,4.662497043609619,session_20260210_205443,,1,6,Right motor imagery - Round 3
trial_0007,motor_imagery_left,left,1770775018.142102,1770775022.5298848,,4.38778281211853,session_20260210_205443,,1,7,Left motor imagery - Round 4
trial_0008,motor_imagery_right,right,1770775036.0237162,1770775039.837059,,3.813342809677124,session_20260210_205443,,1,8,Right motor imagery - Round 4
trial_0009,motor_imagery_left,left,1770775053.224878,1770775057.1137018,,3.8888237476348877,session_20260210_205443,,1,9,Left motor imagery - Round 5
trial_0010,motor_imagery_right,right,1770775070.5722969,1770775075.464119,,4.891822099685669,session_20260210_205443,,1,10,Right motor imagery - Round 5
trial_0011,motor_imagery_left,left,1770775088.8441422,1770775093.8514361,,5.007293939590454,session_20260210_205443,,1,11,Left motor imagery - Round 6
trial_0012,motor_imagery_right,right,1770775107.320995,1770775112.358695,,5.037699937820435,session_20260210_205443,,1,12,Right motor imagery - Round 6
trial_0013,motor_imagery_left,left,1770775125.735403,1770775130.4517078,,4.716304779052734,session_20260210_205443,,1,13,Left motor imagery - Round 7
trial_0014,motor_imagery_right,right,1770775143.922614,1770775149.987185,,6.064570903778076,session_20260210_205443,,1,14,Right motor imagery - Round 7
trial_0015,motor_imagery_left,left,1770775163.382303,1770775167.92079,,4.538486957550049,session_20260210_205443,,1,15,Left motor imagery - Round 8
trial_0016,motor_imagery_right,right,1770775181.391519,1770775185.744954,,4.353435039520264,session_20260210_205443,,1,16,Right motor imagery - Round 8
trial_0017,motor_imagery_left,left,1770775199.112169,1770775202.246721,,3.134552001953125,session_20260210_205443,,1,17,Left motor imagery - Round 9
trial_0018,motor_imagery_right,right,1770775215.715582,1770775219.480003,,3.764421224594116,session_20260210_205443,,1,18,Right motor imagery - Round 9
trial_0019,motor_imagery_left,left,1770775232.84655,1770775237.134248,,4.287698030471802,session_20260210_205443,,1,19,Left motor imagery - Round 10
trial_0020,motor_imagery_right,right,1770775250.606036,1770775254.729752,,4.123716115951538,session_20260210_205443,,1,20,Right motor imagery - Round 10
trial_0021,blink_intentional,blink,1770775269.5133219,1770775270.013338,1770775270.0133219,0.5000162124633789,session_20260210_205443,,1,21,Intentional blink
trial_0022,blink_intentional,blink,1770775270.4886222,1770775270.9886348,1770775270.9886222,0.5000126361846924,session_20260210_205443,,1,22,Intentional blink
trial_0023,blink_intentional,blink,1770775271.633297,1770775272.133309,1770775272.133297,0.5000119209289551,session_20260210_205443,,1,23,Intentional blink
trial_0024,blink_intentional,blink,1770775272.705388,1770775273.2054012,1770775273.205388,0.5000131130218506,session_20260210_205443,,1,24,Intentional blink
trial_0025,blink_intentional,blink,1770775273.7597601,1770775274.259774,1770775274.2597601,0.5000138282775879,session_20260210_205443,,1,25,Intentional blink
trial_0026,blink_intentional,blink,1770775274.9670022,1770775275.467017,1770775275.4670022,0.5000147819519043,session_20260210_205443,,1,26,Intentional blink
trial_0027,blink_intentional,blink,1770775276.131028,1770775276.6310441,1770775276.631028,0.5000162124633789,session_20260210_205443,,1,27,Intentional blink
trial_0028,blink_intentional,blink,1770775277.333197,1770775277.8332102,1770775277.833197,0.5000131130218506,session_20260210_205443,,1,28,Intentional blink
trial_0029,blink_intentional,blink,1770775278.43364,1770775278.933664,1770775278.93364,0.5000240802764893,session_20260210_205443,,1,29,Intentional blink
trial_0030,blink_intentional,blink,1770775279.5385559,1770775280.03857,1770775280.0385559,0.500014066696167,session_20260210_205443,,1,30,Intentional blink
